SourceFile,ParentObjectID,WasSeparated,SeparationPart,SeparationPartsTotal,MorphologyLabel,DatasetSplit,ObjectID,Volume_um3,SurfaceArea_um2,EquivalentDiameter_um,Sphericity,MajorAxisLength_um,IntermediateAxisLength_um,MinorAxisLength_um,Elongation,Flatness,BoundingBoxX_um,BoundingBoxY_um,BoundingBoxZ_um,CentroidX_um,CentroidY_um,CentroidZ_um,SomaVolume_um3,SomaCellVolumeRatio,NumberOfSomas,PossibleMerged
13.tif,1,0,1,1,Exclude,Training,1,1083.172,1360.982847171,12.7418630870297,0.374768507721435,45.2590214676839,21.0068745885754,14.9420754321773,2.15448620292607,1.40588733365231,37.23,26.35,26,25.242886339381,85.6007331910352,9.58153681963714,156.1756,0.144183564567769,1,0
13.tif,2,0,1,1,Ramified,Training,2,3434.765,5173.38955466413,18.7197251871438,0.212800982364572,55.399827891007,39.2014660644023,34.094011674361,1.4132080621677,1.14980502848488,33.83,52.7,40,73.2332565418595,61.8113076987801,22.4628018510728,218.1372,0.0635086243163652,1,0
13.tif,3,0,1,1,Ramified,Training,3,2184.6666,3872.85494969017,16.0988745284951,0.210237252466837,43.9718660737891,40.2506194370589,31.5601729008626,1.09245190977866,1.27536118269995,37.74,36.04,34,113.976641003254,111.283262957378,16.1042410773342,149.5286,0.0684445855491177,1,0
13.tif,4,0,1,1,Activated,Training,4,963.1214,1191.21314736627,12.2525778371483,0.395927196654763,29.516828981605,26.455939260571,18.0585228083798,1.115697639418,1.46501126040578,22.27,23.63,20,129.89098781732,70.8749108803937,7.45375982716198,116.1202,0.12056652463542,1,0
13.tif,5,0,1,1,Exclude,Training,5,1480.6048,2277.70345969601,14.1410017786288,0.275811928572771,54.2483938987961,37.7483498490888,14.2810685508963,1.43710636665368,2.64324407620882,32.47,36.89,38,104.981278107433,35.1255996252342,23.6051686445971,139.6448,0.094316052467208,1,0
13.tif,6,0,1,1,Ramified,Training,6,1757.698,2720.7312734903,14.9732202209075,0.258877704026278,37.3773805363263,25.9598160521513,24.6112130243046,1.43981684851842,1.05479628438122,24.31,27.03,36,57.8785488326209,127.411986846432,27.432357777047,133.518,0.0759618546530746,1,0
13.tif,7,0,1,1,Ramified,Training,7,1608.4584,2139.65413439734,14.5368531614668,0.310275227446541,44.2389686175797,23.8855196377217,16.6869250623243,1.85212502338507,1.43139131676514,35.19,22.1,34,103.727710219922,156.803331536582,28.159839011068,125.5416,0.0780508840017249,1,0
13.tif,8,0,1,1,Amoeboid,Training,8,202.4734,334.6870527621,7.28545116025298,0.498223103645105,16.1127498844685,10.2829094779476,5.10737725586019,1.56694463945476,2.0133444158935,5.44,10.03,18,58.1957607764773,112.922560662289,30.2643448472738,0,0,0,0
14.tif,1,0,1,1,Amoeboid,Training,1,351.424,301.762961306066,8.75543238458619,0.798066602178215,19.1572564848193,11.2198236480944,6.4152812444679,1.707447201104,1.74892155472835,14.28,14.62,12,59.4371726973684,95.9666217105263,4.30131578947368,0,0,0,0
14.tif,2,0,1,1,Activated,Training,2,378.3588,522.663804137626,8.97363510206791,0.484021060632012,21.2079190105413,10.6556635445919,9.59574609127874,1.99029548200263,1.11045701326721,9.18,13.43,22,90.6113764130768,122.984767797128,8.08768713718301,0,0,0,0
14.tif,3,0,1,1,Activated,Training,3,516.8476,651.751170689993,9.95683462440182,0.477870961187983,26.5499782025882,18.2071012327999,10.3098031088087,1.45822104590481,1.76599892749103,20.06,12.75,24,107.481673003802,37.4166539923954,15.7445761574592,0,0,0,0
14.tif,4,0,1,1,Exclude,Training,4,1123.7476,1609.85721520343,12.8990200644396,0.324695261640947,36.8091316321276,24.1077649005332,15.0106249400931,1.52685791420314,1.60604671669211,24.31,29.07,26,31.0727157699825,82.1851717930254,16.8948667832528,0,0,0,0
14.tif,5,0,1,1,Activated,Training,5,582.4506,652.520494658032,10.3614409961539,0.51688750326232,32.8861737154632,13.2960500409541,9.78671788245902,2.47337920767208,1.35858110968795,13.26,11.05,34,54.2992348913367,123.93519599087,23.144388210777,116.178,0.199464126228044,1,0
14.tif,6,0,1,1,Amoeboid,Training,6,518.6394,490.297157308543,9.96832742506297,0.63670034717873,22.3676194890423,9.29723976379579,8.10620854884813,2.40583442584149,1.14692827204858,10.2,11.22,22,55.2808436420372,162.823756826034,31.3518332776106,0,0,0,0
14.tif,7,0,1,1,Ramified,Training,7,1090.1658,1330.01445497221,12.7692280640312,0.385143700753674,35.337956113887,22.7599750363233,14.7129692090125,1.55263597861993,1.54693282593031,23.63,27.2,22,150.911147871269,50.7343057101956,32.6819362706113,142.9394,0.131117119983034,1,0
14.tif,8,0,1,1,Amoeboid,Training,8,272.7582,224.424624107772,8.04624152099274,0.906286467449421,11.2013806429041,8.23803303372398,6.31255348417411,1.35971543171156,1.30502387890687,7.48,8.33,12,122.178664971392,139.831178215724,37.0095359186268,0,0,0,0
15.tif,1,0,1,1,Exclude,Training,1,212.415,310.232949491572,7.40279153775908,0.554948894425959,20.4455290287938,6.78388233175102,6.38060026140125,3.01383898318833,1.06320440927625,18.87,8.84,8,30.6655482993198,37.1911891156462,4.02503401360544,0,0,0,0
15.tif,2,0,1,1,Exclude,Training,2,734.349,930.581553148949,11.1935530490016,0.422991224106752,28.6566586895899,19.4611397206689,11.6892172139462,1.47250670314826,1.66487963774427,21.08,24.65,18,38.7689114521841,19.3258890200708,6.21818181818182,0,0,0,0
15.tif,3,0,1,1,Ramified,Training,3,2641.3444,4369.92346956063,17.1504480295223,0.211459392932929,56.5075266344582,46.4737071686087,30.2329706475247,1.21590314345801,1.53718626298517,50.66,35.19,40,52.4431808831896,71.5846608166658,23.1140531314281,135.1364,0.0511619764541118,1,0
15.tif,4,0,1,1,Exclude,Training,4,246.8638,407.300731728738,7.78310571197819,0.467240565345364,18.5017934870181,12.9659203866208,10.709552019495,1.42695566032548,1.21068746507963,14.45,18.36,12,72.6228377429173,74.3263802388199,3.85296183563568,0,0,0,0
15.tif,5,0,1,1,Ramified,Training,5,991.1544,1641.54429570394,12.3703189380878,0.292859327231381,31.6719547692906,28.902485666304,20.6176991567339,1.09582113922525,1.40182885813737,26.35,29.24,30,97.7066969909028,114.700560415209,10.0290412876137,0,0,0,0
15.tif,6,0,1,1,Ramified,Training,6,2459.679,3656.03523562838,16.747883721916,0.241023491828582,48.5287632164635,39.5693242807797,27.5179484005566,1.22642385480502,1.4379460163527,33.83,36.55,40,120.013340618024,113.73982328751,24.5972506168488,166.9842,0.0678886147338738,1,0
15.tif,7,0,1,1,Ramified,Training,7,2677.6428,4305.25458610722,17.2286536199555,0.216597636817082,51.2992965894315,43.7983113934842,30.3789718209049,1.17126197237511,1.44173119655567,41.14,44.2,40,122.92459785002,33.4473220221905,25.2111988947891,154.4994,0.0576997798212667,1,0
15.tif,8,0,1,1,Exclude,Training,8,436.2166,723.063242957463,9.40952835617132,0.384688584328829,40.0668140074189,14.2142794852051,6.30122133729407,2.81877206995419,2.25579752310512,12.58,19.55,38,111.365970584338,43.0229746919306,24.1219027428117,0,0,0,0
15.tif,9,0,1,1,Activated,Training,9,990.1718,1431.68485248265,12.366229735193,0.335565314139724,30.8266619323451,26.3909826654873,10.891575125892,1.16807556289514,2.42306391503919,24.48,19.55,30,49.259531842858,151.286315451521,21.9242309263908,132.9978,0.134317903216391,1,0
15.tif,10,0,1,1,Ramified,Training,10,3321.3614,4996.69594961137,18.5113959640629,0.215449400801637,53.48962595383,35.9420088216181,29.212315958497,1.48822026668853,1.23037176760248,51.51,37.57,28,36.8916922193413,102.249137880027,29.7225345004612,223.5126,0.0672954770896055,1,0
15.tif,11,0,1,1,Exclude,Training,11,251.2566,377.179901081488,7.82899986243484,0.510521340933624,28.4571865653048,5.3773962839582,4.38573563595053,5.29200100989358,1.22611044767014,20.23,5.95,22,78.9023303427651,63.9000552104899,31.0586611456177,0,0,0,0
15.tif,12,0,1,1,Exclude,Training,12,239.5232,383.692347228958,7.70518352937328,0.486107935359787,26.3112785999464,10.0633810944929,4.38230130620463,2.61455651464348,2.29636905163156,20.91,7.14,18,115.472212837838,132.576903957529,33.8499034749035,0,0,0,0
15.tif,13,0,1,1,Exclude,Training,13,227.3852,350.436139945908,7.57276576727111,0.514102874989171,23.5105890689029,9.67645994526361,4.68700121254313,2.42966841199097,2.06453113759986,11.05,16.83,16,32.6213319776309,149.014636502288,35.7808845958312,0,0,0,0
15.tif,14,0,1,1,Activated,Training,14,396.1034,576.767613493648,9.11178190150203,0.452226115435132,19.1438384145428,12.3968479919399,7.69654275473748,1.54425047616858,1.61070345309383,19.55,10.71,16,101.565809134686,6.73098788851595,33.5251714577557,0,0,0,0
15.tif,15,0,1,1,Activated,Training,15,460.4348,735.923645159314,9.58053671175943,0.391829197308785,23.1535784728379,21.5183102819876,10.9792986413896,1.07599426578671,1.95989844022168,22.95,16.83,16,163.801082098921,81.3246196334422,36.8807431584233,0,0,0,0
15.tif,16,0,1,1,Activated,Training,16,370.7292,424.649817118764,8.91290731978691,0.587702735868834,26.3497627979557,8.50273506092655,5.58327897819934,3.09897493090703,1.52289274709837,19.21,20.4,10,55.913487683193,14.7747864047396,38.0657935765513,0,0,0,0
16.tif,1,0,1,1,Activated,Validation,1,684.1786,854.835497353519,10.9326040965316,0.439252828829293,29.1386395531384,22.5683212162606,14.111280530825,1.29113013209613,1.59931064845334,26.69,19.72,24,23.7082571597533,110.153048914421,7.46135000422404,125.9462,0.184083805018163,1,0
16.tif,2,0,1,1,Amoeboid,Validation,2,279.463,376.135937198618,8.11163807068648,0.549568931666097,32.292483138824,8.80904868667922,5.50760788266554,3.66583092992274,1.59943279811269,6.46,8.5,34,18.8314994829369,164.882033092037,8.52740434332989,0,0,0,0
16.tif,3,0,1,1,Activated,Validation,3,418.0096,811.179053755019,9.27675053286763,0.333292008590632,33.3617522043963,16.981676983189,14.5396617108573,1.96457347748533,1.16795543946584,18.02,31.28,16,51.6739117809734,79.983189988938,5.41648230088496,0,0,0,0
16.tif,4,0,1,1,Activated,Validation,4,430.321,487.681709105786,9.36694505493772,0.565209367250463,22.7563576608241,14.7922007576483,7.88237994548892,1.53840243474643,1.87661605504234,14.11,9.69,22,54.7563035594358,35.7379503022163,6.8505036937542,0,0,0,0
16.tif,5,0,1,1,Activated,Validation,5,753.8276,1090.10837094854,11.2916602922694,0.367447930786734,28.9501442011157,20.1061297144443,18.7463581883951,1.43986657861447,1.07253523657149,25.5,21.76,32,85.1242999539948,49.6480555129581,14.1740530593467,118.7212,0.157491182333998,1,0
16.tif,6,0,1,1,Activated,Validation,6,852.2032,1226.31272791529,11.7629119483523,0.354469056327569,26.9569316381357,22.1973986635218,19.3420360122946,1.21441850222006,1.14762472003528,21.93,26.52,22,120.432501356484,122.733116521975,8.75135648399349,0,0,0,0
16.tif,7,0,1,1,Exclude,Validation,7,551.0652,680.030707720624,10.1718853051078,0.477995994697011,33.5646214657173,14.1629000603879,9.53821758424169,2.36989750140185,1.48485814412398,28.56,23.29,10,159.492434445144,160.979194461926,4.00041955108034,0,0,0,0
16.tif,8,0,1,1,Exclude,Validation,8,950.2898,1439.09812659887,12.1979209672303,0.324811274180956,40.0246632502714,22.1250807855074,16.8456421906356,1.80901772238901,1.31340085080322,25.16,22.95,34,73.5688881454899,131.016976461286,17.2448147922876,0,0,0,0
16.tif,9,0,1,1,Ramified,Validation,9,959.8268,1631.80370667882,12.2385908639886,0.288366489530219,41.0250508642599,27.5478607782336,16.1104793037606,1.48922819069403,1.70993427686557,16.32,35.7,28,131.893209081055,76.4671998072986,19.6005058412622,0,0,0,0
16.tif,10,0,1,1,Exclude,Validation,10,242.7022,597.001440694515,7.73912207051614,0.315179445660949,22.4305514439874,15.1801252963992,9.53101473063553,1.4776262386522,1.59270819796403,18.02,10.37,22,111.331740890688,105.846113360324,27.6465825196475,0,0,0,0
16.tif,11,0,1,1,Exclude,Validation,11,228.8302,374.9465994072,7.5887731831442,0.482529199173286,22.7315153769059,9.31177677608719,5.51280528802876,2.44115767844444,1.68911766143963,10.71,15.98,18,113.260921949988,150.396539530184,29.0366254104572,0,0,0,0
16.tif,12,0,1,1,Activated,Validation,12,400.9586,621.25957957697,9.14885975412641,0.423263398469133,20.5013510990628,19.2063916401179,10.8827635733979,1.06742336005687,1.76484506996609,13.09,13.09,18,127.828898659363,13.2048118783336,35.4896929508433,0,0,0,0
16.tif,13,0,1,1,Activated,Validation,13,1066.0632,1286.31758170882,12.6744204487471,0.392335753153428,36.9310775417852,20.807970019153,15.5226571160987,1.7748524967977,1.3404902178489,24.48,30.26,16,24.8604906744741,65.7728193450445,36.3739969637823,117.7964,0.110496638473216,1,0
17.tif,1,0,1,1,Exclude,Training,1,1262.2364,2220.58253948499,13.408515321487,0.254357376692197,48.988823262766,30.5333386534143,28.2311986328155,1.60443716354903,1.08154595384139,34.17,29.41,40,18.1579041120982,26.2530973532375,26.3354702811613,0,0,0,0
17.tif,2,0,1,1,Ramified,Training,2,2542.7376,3757.40986894535,16.9343152722569,0.239770960391238,46.251177470953,43.0355847502678,25.6454383985825,1.07471939185549,1.67809900854128,29.75,40.12,40,46.5604387161301,116.359346472086,20.354064375341,149.4708,0.0587834151663939,1,0
17.tif,3,0,1,1,Ramified,Training,3,3015.7728,5088.45281814832,17.9253096190892,0.19837980199943,48.6691804876856,40.0682467849956,32.6608990219728,1.21465710114152,1.22679558691999,35.36,34,40,60.1423579806806,48.0751632934681,19.8142824287029,210.103,0.0696680466114689,1,0
17.tif,4,0,1,1,Ramified,Training,4,2762.7822,3997.99002312878,17.4093547770052,0.238162575417728,42.5096445395676,33.9576277144499,24.6792049458916,1.25184376532518,1.37596117009851,34.17,34.85,38,100.366020418837,137.726962279545,12.3566601811753,225.709,0.0816962697964392,1,0
17.tif,5,0,1,1,Activated,Training,5,369.5732,498.807931211077,8.90363366069232,0.499287953463512,18.1882809007513,16.3876838943669,9.87779892557169,1.10987501455306,1.65904206168262,15.3,11.73,16,91.5972177040976,77.6766796997187,6.37410071942446,0,0,0,0
17.tif,6,0,1,1,Ramified,Training,6,5918.4888,7529.48278769474,22.4424742693393,0.210148454164339,54.3437177614951,53.8639565533894,37.4642866398403,1.00890690619116,1.43774141681132,42.33,48.96,40,145.497748056565,81.8217988983944,13.1064885347084,463.1514,0.0782550099613266,1,0
17.tif,7,0,1,1,Ramified,Training,7,2268.1298,3683.46608986493,16.3013320588641,0.22664147337705,42.1749577060011,37.9823204232584,29.5424294325991,1.11038391641221,1.28568709996972,36.21,29.75,40,131.5486261818,42.1794992482352,21.8631533345226,182.5324,0.0804770520628934,1,0
17.tif,8,0,1,1,Exclude,Training,8,239.5232,434.006613630154,7.70518352937328,0.4297535771742,18.4431191442952,12.5142759023754,11.1923897428874,1.47376638394191,1.11810580133953,13.26,12.58,12,154.539517374517,131.383786196911,5.71476833976834,0,0,0,0
17.tif,9,0,1,1,Exclude,Training,9,360.4408,627.292797216283,8.82968290981203,0.390453919638109,25.8406520186235,12.9934695136372,8.99737267035695,1.98874149752709,1.44414041628463,8.67,15.64,24,169.151199486851,13.1025400898012,13.144964720975,0,0,0,0
18.tif,1,0,1,1,Ramified,Training,1,3216.5122,5440.84675375092,18.3145194113821,0.19367538710959,47.8449819625815,47.2071054522466,29.4120168305714,1.01351229871487,1.60502782669357,38.76,44.54,40,30.0497338676348,65.7776736329493,18.3192510197847,195.1328,0.060665959855523,1,0
18.tif,2,0,1,1,Ramified,Training,2,5590.6472,8638.27737766641,22.020194709905,0.176345766089927,63.4746515843491,41.5212871472402,27.3169905544911,1.5287255272039,1.51998028715553,47.43,49.47,40,83.5497290227865,140.07997012117,21.0352756296266,204.8432,0.0366403374550267,1,0
18.tif,3,0,1,1,Exclude,Training,3,687.6466,1096.07661819382,10.9510448906886,0.343732089272943,34.2214334767708,20.6285603011056,9.51665838480168,1.65893465066182,2.16762643640229,10.2,34.34,22,149.583981676053,57.9016399092207,7.02294696141885,0,0,0,0
18.tif,4,0,1,1,Ramified,Training,4,2337.2008,3739.31761941346,16.4651541617693,0.227766117799626,46.3637503787299,41.9798558632412,36.3627204955326,1.10442852709572,1.15447511327979,33.49,35.02,40,154.534405974873,28.8045778514195,14.3982095162726,143.1706,0.0612572954792759,1,0
18.tif,5,0,1,1,Exclude,Training,5,287.4972,621.995613119361,8.18863787288637,0.338677139012123,31.9427360264178,15.0972227295818,9.12595339921742,2.11580213119785,1.65431731558879,19.04,11.22,28,17.8531443506234,141.001636509851,16.6944109368717,0,0,0,0
18.tif,6,0,1,1,Ramified,Training,6,3121.6624,4881.44221289709,18.1326983587295,0.211605325918448,47.9744648824039,37.2960166012108,29.6041560236345,1.28631605341055,1.25982367379214,45.39,28.73,34,77.6795717301142,40.515691934528,27.588949785217,169.8742,0.0544178640201452,1,0
18.tif,7,0,1,1,Exclude,Training,7,358.938,564.519226621092,8.81739450106052,0.432664914515198,31.3108889106924,10.1528458761193,6.90197015441667,3.08395195718862,1.47100692251216,9.18,10.88,32,133.152404186796,38.0407987117552,25.3040257648953,0,0,0,0
18.tif,8,0,1,1,Ramified,Training,8,3539.672,5462.16276769711,18.908400797461,0.205633957549539,41.3524611857874,32.6147617659693,29.9304764428881,1.26790627760878,1.08968401582926,35.36,34.34,26,67.8619152514696,113.870183376878,31.7063683866754,297.4966,0.084046374918354,1,0
18.tif,9,0,1,1,Exclude,Training,9,271.7178,503.42836491786,8.03599804521891,0.402987741930733,31.8959833124578,9.72312329808905,4.39317187677507,3.28042567543358,2.21323535040623,23.12,6.46,26,89.9969006594342,90.0744692618591,30.6368857689853,0,0,0,0
18.tif,10,0,1,1,Exclude,Training,10,1373.039,1910.99246592811,13.7899095299916,0.312617821068627,47.6008328983797,25.2391582293081,19.2002058299224,1.88599130232104,1.31452539899204,21.76,47.77,24,138.264567459482,141.196825931383,35.7241843822353,140.3384,0.102210061039781,1,0
18.tif,11,0,1,1,Exclude,Training,11,212.415,377.033867375174,7.40279153775908,0.456625908790145,22.3113261399097,9.00102918386312,6.19320098227663,2.47875278306053,1.45337269202498,9.86,11.39,22,106.659989115646,83.7369115646259,29.8971428571429,0,0,0,0
18.tif,12,0,1,1,Exclude,Training,12,313.9118,449.165357360061,8.43211147940135,0.49729752612506,23.733907087147,8.50755349350196,6.74940548420028,2.7897452664006,1.26048931471332,19.55,6.63,16,151.415284477997,8.56723623642057,34.8385196096483,0,0,0,0
19.tif,1,0,1,1,Activated,Training,1,1404.7134,2175.37389725193,13.8951434387793,0.278831624069066,46.4576377164386,25.1751314671796,14.5066793571131,1.84537815729005,1.73541655174418,32.47,27.71,36,73.3239735835082,124.629809900013,19.4932312883183,161.1464,0.114718347529112,1,0
19.tif,2,0,1,1,Amoeboid,Training,2,489.566,408.054447876347,9.77846927459724,0.736162189387715,19.7623175944468,10.0630954171518,7.36440023282865,1.96384082384465,1.3664514555161,12.92,9.35,16,91.8145714285713,87.81660094451,6.76623376623377,125.6572,0.256670602125148,1,0
19.tif,3,0,1,1,Activated,Training,3,1771.1654,2387.65723607975,15.0113643380507,0.296495579733633,39.6085302533274,38.2489832235057,12.4311697778812,1.03554465805999,3.07686114074013,28.05,35.36,34,139.244951212349,97.541925725288,16.1844466925562,219.5244,0.123943478118983,1,0
19.tif,4,0,1,1,Exclude,Training,4,287.844,399.746902598786,8.1919291264051,0.527396372011927,20.9370580578852,10.2555075402046,5.95525292666839,2.0415428466905,1.72209437054792,12.07,11.05,20,159.610166666667,41.2417610441767,7.87590361445783,0,0,0,0
19.tif,5,0,1,1,Ramified,Training,5,1842.2016,2507.41060903507,15.2094267035477,0.28983451496164,40.3854444296913,37.2150507502416,18.1151666062474,1.08519116904413,2.05435873481876,35.87,39.44,34,94.9833822791165,48.8000862826305,22.7598519076305,220.8538,0.119885793172691,1,0
19.tif,6,0,1,1,Activated,Training,6,1076.2938,1473.53477562532,12.7148352932216,0.34467593347876,35.8317879563469,20.1531309801535,13.5986769102432,1.77797623563472,1.48199204328277,27.54,16.66,26,129.903115836958,29.7928902851619,22.0722839804522,185.3068,0.172171204553998,1,0
19.tif,7,0,1,1,Exclude,Training,7,292.468,597.093624770745,8.23556206195871,0.356856759211114,24.6895533357653,13.1213273258542,8.56865893290862,1.88163535003941,1.53131632716301,12.07,18.36,22,109.775719367589,36.4931877470356,29.7521739130435,0,0,0,0
19.tif,8,0,1,1,Amoeboid,Training,8,253.7998,367.607522670118,7.85532608225509,0.527343889444095,21.0379325453981,6.57930536505427,6.5662454363001,3.1975917483843,1.00198894922233,13.77,7.31,18,51.2564905488499,69.3000683215668,33.4748348895468,0,0,0,0
19.tif,9,0,1,1,Activated,Training,9,841.9726,1036.88846788555,11.7156515269284,0.41586341848442,36.3678189479964,21.1093739617741,12.9876289143867,1.7228279253498,1.62534471079558,21.25,36.72,14,11.4243454383195,65.8296437152468,36.4874030342555,128.894,0.15308574174504,1,0
20.tif,1,0,1,1,Activated,Training,1,972.7162,1506.72874495623,12.2931309774182,0.315093770181561,48.3750126598725,23.6563868800009,15.9642886641841,2.04490283766743,1.48183156654352,19.38,35.36,38,38.1303161209816,91.6902460039219,19.625646205954,127.9692,0.131558619050449,1,0
20.tif,2,0,1,1,Ramified,Training,2,1281.8884,1769.70836964518,13.4777438576082,0.322464985895923,36.067757281435,28.1249635146494,24.5167969186192,1.28241081140064,1.1471712070711,27.37,34.68,28,87.3083452069619,38.804090540175,15.146180899991,214.6692,0.167463251871224,1,0
20.tif,3,0,1,1,Activated,Training,3,1340.9022,1749.82472486861,13.6814720324588,0.336063215078832,38.2074745306066,21.6383696574085,16.1772774977822,1.76572797006105,1.33757794909403,23.97,21.25,34,148.332793223846,142.450576317945,25.6087762403552,175.9432,0.131212552265184,1,0
20.tif,4,0,1,1,Activated,Training,4,1356.1036,1813.42596361289,13.732978775647,0.326722874232834,41.8151455944957,30.745462001511,18.5036077649773,1.36004284445102,1.66159283054542,29.41,20.23,32,104.482911516495,122.85566405251,25.3236723212002,159.817,0.117850140652971,1,0
20.tif,5,0,1,1,Exclude,Training,5,207.791,444.963300026508,7.34868057430328,0.381280347493564,14.9667235662891,12.8123192311755,5.94382492880442,1.16815100343983,2.15556807016398,10.54,11.73,16,96.3502781641167,23.9286703755216,16.8111265646732,0,0,0,0
20.tif,6,0,1,1,Exclude,Training,6,325.4718,560.586595403947,8.534372235687,0.408178688729672,26.7019447555738,9.77061533116007,7.65884676680691,2.73288261287055,1.27572931390996,12.07,10.03,26,162.556711063754,126.798987746404,28.4024152015628,0,0,0,0
20.tif,7,0,1,1,Activated,Training,7,1439.4512,1640.79784201656,14.0087518166735,0.375745405647922,35.0018921459502,23.4172690683025,14.4513935541981,1.49470427332317,1.62041598137086,18.7,35.02,20,138.075455348539,64.9821382107292,32.4741407002891,269.8104,0.187439768711854,1,0
20.tif,8,0,1,1,Exclude,Training,8,1343.0408,1505.1926187995,13.6887416789024,0.39109732786589,31.3700588417803,19.0467005494296,14.2481480253288,1.64700750979779,1.33678429755015,29.92,17.68,20,142.42323592701,104.499839903598,33.8289722843863,110.687,0.0824152177655362,1,0
20.tif,9,0,1,1,Exclude,Training,9,899.946,1179.61845173446,11.9785966924481,0.382137977964183,42.5334035988512,14.5678987468052,13.5399138181839,2.91966633885199,1.07592256069169,26.86,33.66,18,59.9655073859988,21.0635022479126,36.2974951830443,104.2712,0.115863840719332,1,0
20.tif,10,0,1,1,Exclude,Training,10,505.5766,589.228567011646,9.88392514254305,0.520864757753707,24.0779682247507,19.153987962559,7.83870130168178,1.25707337144707,2.44351547857163,9.69,22.78,18,94.2351766319882,77.9139910826569,35.6663999085401,0,0,0,0
20.tif,11,0,1,1,Amoeboid,Training,11,275.6482,222.476760735231,8.07455963124276,0.920667711711238,13.5714000017233,8.26750554661619,5.54596260647268,1.64153503438265,1.49072507935181,13.09,5.61,8,31.4143531138603,123.458498637031,37.7479555462361,0,0,0,0
21.tif,1,0,1,1,Exclude,Training,1,1193.3966,1713.73538310159,13.1601869249508,0.317490127328408,47.8815886478119,26.3417120833692,13.3258918049458,1.8177098168969,1.97673164910379,22.27,45.39,28,44.1028347944012,79.3616433380152,9.08025378989684,0,0,0,0
21.tif,2,0,1,1,Activated,Training,2,437.257,664.679144033174,9.41700316007429,0.419143999450282,22.1331115958609,18.9891079628348,11.5895323982038,1.16556879023382,1.63847058797452,18.53,13.09,22,91.7401797752809,117.225303370786,6.30297422339722,0,0,0,0
21.tif,3,0,1,1,Exclude,Training,3,768.8556,1298.301338517,11.3662024313781,0.312611637204238,38.3987340718798,23.0235561963013,11.0731783975424,1.6678020434588,2.07921839328546,21.76,13.26,36,116.199447451511,7.71243046158468,18.8168696436626,0,0,0,0
21.tif,4,0,1,1,Exclude,Training,4,225.3044,445.759980606354,7.54959550790729,0.401694757772892,27.8731666144969,8.64909767926515,5.25525004708883,3.2226675715917,1.64580136088032,9.86,9.18,28,158.357747562853,81.8499409953823,11.8122113904566,0,0,0,0
21.tif,5,0,1,1,Amoeboid,Training,5,252.4126,387.424149287035,7.84098824325015,0.498545487846771,26.4271372939152,6.76112601052022,3.55434887681767,3.90868876763944,1.90221226020268,4.59,7.82,28,80.9071536523928,154.540783146325,18.0206091138081,0,0,0,0
21.tif,6,0,1,1,Ramified,Training,6,1706.9496,2815.67194069911,14.8277080118189,0.245310348994269,37.8988976118413,35.4912048048536,29.4958940981245,1.06783913987215,1.2032591616577,29.41,34.68,36,139.613495868888,134.841568468102,25.5499796830557,165.886,0.0971827170526886,1,0
21.tif,7,0,1,1,Ramified,Training,7,1528.7522,2194.61525558202,14.2926521539781,0.292426770049887,35.9043343153797,32.0492843826288,27.2171810118675,1.12028505493996,1.17753871602847,28.73,29.07,34,39.0292721842036,139.920367499716,32.3631139173504,135.83,0.0888502400846913,1,0
21.tif,8,0,1,1,Ramified,Training,8,1776.9454,2779.32912395423,15.027675909564,0.255266330385153,39.9276220654215,36.8594696077536,23.4323227529581,1.08323919172788,1.57301817648873,36.04,33.32,34,101.17856097323,75.4072068438345,25.9580392284422,102.2482,0.0575415541749341,1,0
21.tif,9,0,1,1,Amoeboid,Training,9,333.217,476.63594608001,8.601539259667,0.487658088980863,29.7032548065623,10.0148761693909,6.07608608771959,2.96591333773513,1.64824461418215,10.71,11.05,30,30.0902359063313,60.4842307025152,26.6733738074588,0,0,0,0
21.tif,10,0,1,1,Activated,Training,10,1212.7018,1474.54131778346,13.2307704095241,0.372960804480675,34.6883943826226,27.702854321785,12.2063809922139,1.25215957820434,2.26953872236628,15.81,30.26,28,23.2589914684715,33.6189118726466,26.7893808684047,187.561,0.154663743386874,1,0
21.tif,11,0,1,1,Ramified,Training,11,1897.1116,2740.31389592719,15.3590640830728,0.270445067220655,44.0787624872519,33.698748220299,25.5691257631706,1.30802373426739,1.31794682901667,32.98,35.19,28,93.2788529035402,27.9814861982817,32.2469075620011,178.313,0.0939918347449881,1,0
21.tif,12,0,1,1,Exclude,Training,12,219.1198,304.584365352842,7.47987488466225,0.577073236349609,20.2956427752043,6.40747559834182,5.47719745839846,3.16749435307355,1.16984564588171,6.97,15.3,16,141.182286995516,109.472914798206,34.4130836190979,0,0,0,0
21.tif,13,0,1,1,Activated,Training,13,530.0838,658.852614256943,10.0411156660977,0.480756914144606,22.1979051270307,15.9222530608065,10.5110811792804,1.3941434696621,1.51480640185641,22.1,15.98,12,38.2635132482826,88.7808548686076,37.6279576927271,0,0,0,0
22.tif,1,0,1,1,Ramified,Training,1,991.1544,1704.90400093038,12.3703189380878,0.281975734585656,35.0569517558688,29.1035321777119,15.4301258700422,1.20456003559307,1.8861500173642,24.65,28.05,30,18.3354834383019,64.1708065080476,16.6691159318871,0,0,0,0
